score,text,idx,user,written_at,agree,disagree
10,보는 내내 스크린에서 눈을 뗄 수 없었고 영화가 끝난 후에도 자리에서 한참을 일어나지 못했다,12184588,우주최강(es11****),2017.01.16 13:08,1,0
10,재밌다 음악도 좋고 배우도 이쁘고 영상미 색감도 좋다,12184596,kgs8****,2017.01.16 13:10,1,0
10,이영화는 최고 그 이상이다. 최근5년간 본 영화중에 최고다. 감사하고 고맙다.. 라라랜드. 와~우,12184649,밸런소(jdso****),2017.01.16 13:30,0,0
9,세상의 모든 꿈꾸는 바보들에 바침!아름답고 뜨거운 영화.,12184742,jusa****,2017.01.16 14:01,1,0
7,잔잔하게 슬픈 영화네요,12184751,레인(shad****),2017.01.16 14:05,1,0
10,너무 좋았어요. 화려한입체감과 스토리가 굿,12184752,tner****,2017.01.16 14:05,1,0
8,좀 길긴하지만 즐긴만합니다,12184829,아트비젼(tuji****),2017.01.16 14:24,1,0
8,여자 아무리생각해도 못된년ㅋㅋㅋㅋ,12184847,왓더혤마이니(pavi****),2017.01.16 14:29,0,1
8,아름답지만 조금 뻐?난 이야기가 지루했다,12184899,하늘 어머니와 함께(syyo****),2017.01.16 14:45,0,0
9,꽤나 기나긴 여운을 느낄 수 있었다. 혼자보지 않고 누군가랑 같이 보았다는게 다행이었음,12184904,포스그립(kang****),2017.01.16 14:46,1,0
10,개꿀잼...긴 러닝타임이 전혀 지루하지 않은 영화,12184920,제로(zmff****),2017.01.16 14:50,1,0
7,뻔한 스토리처럼 시작하지만 후반부로 갈수록 인생을 생각하게하고 마지막이 정말 특별함을 더하는 영화. 우리 인생 하나 하나가 다 드라마하는 생각으르하게 해주는 영화.,12184953,현(hjoo****),2017.01.16 14:59,2,0
10,반전의  엔딩 스토리가 너무 현실적이어서마음에 와 닿앗으며 감동적이엇어요?,12184990,노란목련(happ****),2017.01.16 15:10,1,0
8,생각보다는별로네요 너무기대를했나봐요,12185012,나혜경(tena****),2017.01.16 15:16,0,1
10,최고인영화. 세번영화관가서 봤네요. 잊을수없는 영화,12185049,qkr3****,2017.01.16 15:24,1,0
10,"음악좋고, 영상좋고 뭔가 애틋하면서도 절제된 영화였어요. 정말 스토리도 좋았네요. 남성분들도 좋아할만한 영화에요. 여성전용 영화아님 ㅎ",12185050,감성사진(vern****),2017.01.16 15:24,1,0
10,뮤지컬같아서 너무 보기 좋았어요!,12185072,별님(ydg0****),2017.01.16 15:31,1,0
10,넘 좋아요!!! OST 사러갑니당!!,12185073,히로미(ham5****),2017.01.16 15:31,1,0
10,2016년 영화중 최고,12185110,며르치(ging****),2017.01.16 15:42,0,0
8,이해보다는 그냥 오감으로 느끼는 영화 ! 그것만으로 충분함.,12185129,yeyehanhan(newh****),2017.01.16 15:47,0,0
10,동화같은 사랑을 현실에 잘 녹여낸 영화다.,12185130,김민영(mean****),2017.01.16 15:47,1,0
5,볼만하긴한데.. 너무 쫌 지루함이 있어서 그렇게 재미있지는 않았음,12185145,dlae****,2017.01.16 15:51,0,0
10,뮤지컬이라 기대 안했지만 좋아요,12185156,화신(frid****),2017.01.16 15:57,1,0
10,너무감동적이네요..두번볼꺼에요,12185196,daa212(daa1****),2017.01.16 16:08,1,0
10,두시간 동안 영화가 아닌 환상적인 뮤지컬을 보고 온 느낌이었다.  꿈을 쫒는 젊은이들을 보면 박수를 보내고 싶었다.,12185303,유리상자(sinb****),2017.01.16 16:34,2,0
10,재즈..별..피아노..여운이 남네요.,12185312,b062****,2017.01.16 16:36,2,0
8,음악과 영상이 잘 어울려서 기분좋게 만든다.스토리는  신선함이 없지만...,12185330,답게(72le****),2017.01.16 16:40,2,0
8,마지막 장면에서 남자 주인공의 상상 장면 하나의 여운으로 이 영화 전체를 케리함. 다만 좀 초반에 산만하고 중반까진 지루함.,12185378,히토라(hito****),2017.01.16 16:56,0,0
10,처음부터 끝까지 예술입니다 ㅠㅠ  영상미와 음악 외에도 예쁘고 슬픈 스토리가 정말 좋았습니다,12185379,바이올린요정(jemm****),2017.01.16 16:56,2,0
8,피아노소리 너무 좋다 옛생각 많이나게 하는 영화,12185397,몰라도돼(ehfh****),2017.01.16 17:01,2,0
10,동화같은 분위기 속에서 힐링한 느낌...,12185401,grac****,2017.01.16 17:01,2,1
10,"꿈과 사랑, 현실과 이상에 대해 생각하게 되는 영화 .영화관을 나서자마자 마주친 차가운 공기가 꿈에서 깨라고 말하지만 라라랜드의 음악을 들으며 환상을 조금 더 붙잡고 싶은 영화 . 화려한 색상에 비해 현실이 너무나 ...",12185416,김빌립(tnrg****),2017.01.16 17:06,4,0
3,보다 재미없어서 나옴;,12185422,순남(jkwo****),2017.01.16 17:08,2,1
9,어쩌면 누구나 한 번쯤 겪어봤을 지나간 이야기. 비현실적이지만 현실적인 이야기.,12185433,helenathebluecat(muni****),2017.01.16 17:12,1,0
10,너무너무재미잇게봣습니다한편의뮤지컬인줄알앗슺니다,12185486,샹크스(bb17****),2017.01.16 17:27,2,0
9,조금더 캐릭터들의 삶과 생각에 동화되어 즐긴다면  휠씬 더 좋은 영화를 감상할수 있다는..,12185500,fesu****,2017.01.16 17:30,0,0
9,꿀잼 연인이랑 꼭보세요,12185521,SMC(minc****),2017.01.16 17:34,1,0
10,완전 재밋었어요!!!!,12185558,채은에몽(enjo****),2017.01.16 17:43,0,0
1,처음으로 영화보다가 잤어요...가려진 시간처럼 영상미 좋고 잔잔한 영화가 제 스타일인데 이건 내용도 잔잔한게 아니고 단순. 그냥 재미가 없고요...ㅠㅠㅠㅠ돈아까움 계속 졸렸음..버티려고 노력했던ㅋ..ㅠㅠㅠ,12185564,이채은(dlco****),2017.01.16 17:44,16,9
7,음악과 퍼포먼스는 화려하지만 스토리는 지루한 감이 있습니다. 초반부터 중반까지 뮤지컬을 보는 것  같다가 중반 이후 스토리가 쫌 늘어지네요~ 그래도 음악은 좋습니다ㅎ,12185653,꿀곰(uisu****),2017.01.16 18:07,1,0
10,계속계속 생각날 영화 ost가 너무 좋아요,12185670,dubu(chgm****),2017.01.16 18:13,1,0
8,잘 만들었으나 명작에는 한참 못미침,12185860,전력소녀(hyde****),2017.01.16 19:08,0,3
10,편리하게  만족스러운 영화관람 했습니다^^,12185861,땡그리(afac****),2017.01.16 19:08,3,0
1,이게 영화냐? 10자10자,12185922,ㅇㅇㅇ(grea****),2017.01.16 19:31,14,7
7,뮤지컬을보는기분이 들었으나 좀 지루했음,12185940,히히(mint****),2017.01.16 19:36,0,3
8,"화면은 화려하고, 여주인공은 아름답고, 음악은 좋다.",12186025,rrkd****,2017.01.16 20:03,2,0
10,재미있었어요~^^ 강추합니다,12186061,dkfh****,2017.01.16 20:11,1,0
10,굳이 로그인해서 평점을 줄 만 하다.,12186067,나무기타(ehdg****),2017.01.16 20:13,0,0
10,말이 필요없어여.. 꼭 보세요,12186076,shgi****,2017.01.16 20:14,0,0
10,멋진 재즈 연주가 끝날때마다 나도 스크린속 관객들처럼 크게 박수치고 싶었다!! 하지만 실제 상영관을 가득 메운 사람들은 미동도 없고.. 옆에 아저씨는 지루하다고 하품 쩍쩍...,12186091,funn****,2017.01.16 20:17,0,0
7,결말이 아쉬웠지만 음악도 춤도 좋았던 멋진 영화,12186096,Cristal(loll****),2017.01.16 20:19,1,0
8,좋은영화였습니다.많은생각을 하게 만드는!,12186212,바람소리(aigi****),2017.01.16 20:52,1,0
10,내가 동화속에 있는듯한 영화  깨고싶지 않은 꿈,12186239,성은(06su****),2017.01.16 21:02,1,0
10,라이언 고슬링 마지막 눈빛이 다했잖아요....주르륵,12186252,희(3691****),2017.01.16 21:07,0,0
9,진짜 감동... 대사가 별로 없지만 정말 많은 걸 전달해준 영화ㅜㅜ 배경도 넘 이뻐요,12186257,디닝(kje0****),2017.01.16 21:08,0,0
8,배경이 이쁘고 나의 꿈을 다시 생각해보게 된 좋은 영화다.,12186283,lyy9****,2017.01.16 21:12,1,0
7,스토리 없어서 흥미 떨어지지만 좋은음악 특히 왈츠댄스 추고싶게 하는 영화,12186315,에이드(mbh4****),2017.01.16 21:21,0,1
8,"여자를 위해 현실과 타협한 남자, 남자를 위해 현실과 불협한 여자. 두 사람의 식어버린 지금, 뜨거웠던 어제",12186321,우디(pch8****),2017.01.16 21:23,0,0
10,현실적이지만 사랑스러운 동화납득할 수밖에 없는 결말,12186329,연오(harp****),2017.01.16 21:26,1,0
10,정말 좋은 영화였어요. 꼭 보세요,12186344,연금술사(audr****),2017.01.16 21:30,0,0
10,빰밤밤밤빰바바밤밤밤,12186357,BR(mebr****),2017.01.16 21:33,2,0
8,뮤지컬영화치곤 마지막이 맘에듬,12186359,정권(afte****),2017.01.16 21:35,0,0
10,인생영화 내용은 물론 영상미까지.. 현대적이면서 빈티지함이 너무 좋았음,12186360,오승현(coun****),2017.01.16 21:35,3,0
2,"ost를 먼저 접한 영화, 보통 ost는 삽입된 장면의 이미지로 롱런하는데, 차라리 영화를 안본게 나았을 것 같음...",12186382,외인(ohwo****),2017.01.16 21:39,0,2
10,라라랜드 오에스티 너무 좋았습니다,12186399,audw****,2017.01.16 21:43,2,0
9,아름다운 영상미와 선율 모든것이 완벽한 몇 안되는 관람비가 아깝지 않은 영화였습니다.,12186429,travischoi49(trav****),2017.01.16 21:50,0,0
10,영화가 끝났는데 아직 노래 계속 돌려듣는중... 내가 다시 볼때까지 내리지마세요... ㅠㅠㅠ,12186440,oo(chfu****),2017.01.16 21:54,2,0
9,더할 나위 없지만 옆구리가 시리네...,12186479,바야(bask****),2017.01.16 22:04,2,0
8,나름 탄탄한스토리는 아니지만 극중 나오는 배우들의 퍼포먼스는 맘에들었습니다,12186483,조봉덕(gksk****),2017.01.16 22:05,3,0
10,정말 잘 만든 영화 추천합니다,12186488,kuld****,2017.01.16 22:06,3,0
10,이런게 여운이구나... 잊은줄알았는데 나도 모르게 모든 장면들이 스쳐지나간다.,12186503,감자(gamj****),2017.01.16 22:08,1,0
10,난 남자인데도 꿈을꾸고온거같다..,12186519,은사시나무(davi****),2017.01.16 22:12,1,0
8,손을 처음 잡을 때 짜릿했네요..,12186545,jo1jun(andr****),2017.01.16 22:20,2,0
10,많은 생각을 하게 만드는 좋은 영화!,12186556,박근우(rmsd****),2017.01.16 22:24,2,0
10,인생영화 라라랜드 정말 좋은 영화,12186614,호우호웅(dlgm****),2017.01.16 22:39,3,0
1,중간에 보다가 도저히 앉아못보겠어서 나왔습니다,12186618,민호(gumi****),2017.01.16 22:40,33,22
9,음악이 압권입니다. 왠지 나도 재즈피아노를 배우고 싶어지게 하는 영화....,12186633,hjok****,2017.01.16 22:46,3,0
8,New Hollywood classic musical film.,12186636,EJ(warm****),2017.01.16 22:47,2,0
9,마음편해지는 영화여서 좋았습니다!!,12186654,woody(rlad****),2017.01.16 22:49,2,0
10,"영상미와 배우들 춤추는 동선들이 정말 아름다웠고, 노래가 좋아 보게된건데 영화에서 들으니 더욱 좋네요!! 또 보고 싶습니당!",12186718,supapa(hong****),2017.01.16 23:06,2,0
6,재밋었어오ㅡㅎㅎㅅ ㅎㅎ뮤지컬복합되서그리고현실적결말도좋았습니다,12186739,이내(song****),2017.01.16 23:12,2,0
10,뻔하지 않은 영화라서 좋았다,12186750,어떤날(kimj****),2017.01.16 23:15,3,0
10,그냥 흘러가는 대로 가보자.,12186759,VetMun(crux****),2017.01.16 23:16,3,0
9,참잘만들어진 영화인데 우리감각에,12186806,7259****,2017.01.16 23:28,1,0
10,두번 봤어요 세번 네번 봐도 좋을 영화,12186814,원또니(dnjs****),2017.01.16 23:30,3,0
9,두 번 봤고 또 보고 싶습니다.,12186818,김영환(gura****),2017.01.16 23:30,3,0
10,장기상영의 이유가 있었네요~~~~정말 다시보고싶은 영화입니다,12186892,꽃잎(hh34****),2017.01.16 23:56,1,0
10,인생영화ㅠㅠ다시보고싶다,12186930,경(kyun****),2017.01.17 00:11,3,0
8,It's jazz time,12186973,리리가(cjsr****),2017.01.17 00:25,2,0
8,미야와 세바스찬  테마곡이 계속  귀에남는다.. 음악을  즐기는분 추천,12186981,phyu****,2017.01.17 00:27,3,0
8,환상적인 시각효과와 멜로가 잘어우러졋다,12187024,tjda****,2017.01.17 00:42,3,0
2,저만 마지막에 이해못한건가요..? 별로였어요 ㅠㅠㅠ,12187030,안슬기(dkst****),2017.01.17 00:44,0,6
10,말할 것도 없이 최고의 명작,12187051,윤신우(shin****),2017.01.17 00:49,2,0
10,비루한 현실은 꿈이 빚은 세상으로 환상이 된다.그렇지만 사랑과 꿈 둘중 하나의 꿈은 포기해야한다.,12187052,이불더쿠(kson****),2017.01.17 00:50,2,0
1,이렇게 재미없는 영화는 오랫만이다. 노래는 좋지만 그외에 모든게 글쎄.,12187069,하코(asho****),2017.01.17 00:57,48,22
8,잘 풀어낸듯 싶고 재밌게 봤지만 두번은 안보게될 영화.,12187085,lhn7****,2017.01.17 01:03,0,2
8,연출력이 끝내준다내용은 다소 부족하나 생각을 많이 하게함 밝은 내용은 아니고 오히려 슬픔,12187099,lili****,2017.01.17 01:07,2,0
8,굿굿..굿.굿.굿.굿,12187163,매버릭(ygji****),2017.01.17 01:28,4,0
10,"처음 봤을땐.. 그저 그랬다..두번째 보고나니 음악이 들리고, 주인공들의 감정선이 보이고, 피아노 슬픈 선율 하나하나가, 주인공들의 눈빛 하나하나가 완전 감동이다..마지막엔 눈물이 계속 흘러내렸다! 오랫만에 인생영화...",12187184,kimb****,2017.01.17 01:39,3,0
3,위플래쉬 찍을때 보다 훨씬 좋은 환경에서 연출 했을텐데... 게다가 라이언 고슬링인데...,12187200,딩구(jete****),2017.01.17 01:45,0,3
10,최고의 영화다 고맙다 ㅋ,12187225,넌살아있다(flay****),2017.01.17 01:58,2,0
10,내가 본 뮤지컬 영화 중에서 최고,12187254,홍헌우(hhw0****),2017.01.17 02:06,2,0
10,완벽한 음악의 미장센.,12187261,시규니(pimp****),2017.01.17 02:09,2,0
8,영상 하나하나 기억에 남는 !!,12187264,코너케이(mari****),2017.01.17 02:11,3,0
10,"또보고싶다정말,,인생영화",12187270,김혜원(tpfk****),2017.01.17 02:14,2,0
9,기대 안 하고 봤으면 더 좋았을 걸,12187290,brqs****,2017.01.17 02:22,2,0
9,여친이랑 봤는데 좋았습니다,12187291,Eerie(ejr7****),2017.01.17 02:22,3,0
10,이거 때문에 엘에이 까지 옴,12187335,sesu****,2017.01.17 02:45,3,0
8,조금 중간엔 지루한느낌이 부여되긴햇지만 귀호강 많이하고 왓다 음악을 좋아하는사람이라면 나도모르게 박자를 타고잇을지도 ㅋㅋㅋㅋ,12187397,헤어디자이너 이채(brcl****),2017.01.17 03:18,3,0
10,인생영화입니다 꼭 보시길..!!,12187444,이현목(sgwa****),2017.01.17 03:57,3,0
10,억지없고 현실적인듯 나랑은 먼 얘기같구 아몰랑 여운이 길게 남을듯ㅎ ㅎ 엘에이 놀러갔다온 기분ㅎ ㅎ ㅎ,12187451,stephencurry(hjtg****),2017.01.17 04:11,3,1
10,"지금도 새벽만되면 ost들이 떠오르고, 첫장면부터 마지막 장면까지 머릿속에 스침! 셉 마지막 미소를 보고 난 뭔가 아련아련한 꿈에서 아직 안깬느낌인데 음악도 끝나고 the end라고 막내리는 순간이 안잊혀짐! 볼때보...",12187499,그리미(rlfl****),2017.01.17 05:14,3,0
9,아름답다 못해 찬란한 영화,12187568,manu****,2017.01.17 07:01,2,0
9,노래도 좋고 정말 재밌었어요,12187634,스컬리(kden****),2017.01.17 08:40,3,0
10,"인생영화! 노래, 연기, 내용, 연출이 다 엄청났다 ㅠㅠ 꿈을 위해 노력하고있는 사람에게 도움이 많이 될것같다.",12187668,yebs(hde0****),2017.01.17 09:21,4,0
9,처음에 보고 내스타일이 아니었다시간이 빨리 지나가길 바랬다 지루하게 느껴졌다시간이 지날 수록 난 영화에빠져있었고영화는 끝나있었다초반에 나가는 커플도 있던데 후회 하실거임꼭 보세요!!,12187676,kk29****,2017.01.17 09:27,2,0
10,처음부터 끝까지 가슴설레게 보았다,12187705,밍(unfa****),2017.01.17 09:50,2,0
6,과대포장 느낌  기대하고 열었는데  맘에 안드는 선물같은..,12187715,cine****,2017.01.17 09:55,0,5
10,아.. 이게 라라랜드뽕이구나,12187726,melody(sy41****),2017.01.17 10:01,2,0
10,인생영화bbbb짱!,12187730,진횬(spac****),2017.01.17 10:04,3,0
10,셉스에서 서로를 바라보는 씬에서의 고슬링 눈빛은 잊을수가 없다.,12187829,ysy2****,2017.01.17 11:06,13,1
10,라라랜드는 사랑입니다♡,12187855,알파걸(naan****),2017.01.17 11:19,3,0
10,무슨말이 필요할끄ㅏ 아직까지도 노래가 머리에 맴도는데 ㅠㅠ 그나저나 영화관에서 핸드폰좀 보지 맙시다 ㅜㅠ 개념좀...,12187857,소연쿠(thdu****),2017.01.17 11:19,3,0
10,마지막장면에서 새로사귄 여자친구와 봤지만 혹시 너와 봤었다면 좋았을까 하는 마음이 터져서 울뻔했다. 돌아갈수없는 과거를 영화를 보면서 잠깐이지만 느끼게해줬다,12187862,황금비(tjdw****),2017.01.17 11:21,2,0
7,음  기대했던 것보다는 살짝아쉬웠다다시보라하면 안봐유,12187869,0219****,2017.01.17 11:26,0,4
10,말이 필요할까요???,12187883,han6****,2017.01.17 11:34,3,0
10,너무나도 슬프고도 공감되어 감동적이 였고 개인적으로 5년후 남편이 바뀐게 아쉬웠다,12187955,서영(muns****),2017.01.17 12:10,3,0
10,"극장에서 4번이나봤다. 더이상 말이 필요없는 영화, 더이상 말이 필요없는 감독. 내 인생영화 top2 등극!",12187982,TimeTravel(acea****),2017.01.17 12:20,3,0
10,What a waste of a lovely night,12188012,kay0****,2017.01.17 12:31,2,0
9,간만에 좋은 영화였어요,12188039,mars****,2017.01.17 12:43,3,0
10,호불호 취향차이가 있는것같아요 저는 처음 고속도로씬에서 소름돋고 너무 좋았는데 이상하다고 재미없다고 욕하는사람들도 많더라구요 하지만 전 인생영화라도 장담합니다,12188047,흔들어라(jwoo****),2017.01.17 12:46,3,0
10,너무 이쁜영화ㅏ.. 연출이 넘 이뻐요,12188130,테일러(vkxl****),2017.01.17 13:18,3,0
10,눈물나게 아름다운 영화. 봐도 봐도 아름답단 말밖엔!,12188145,한썸(wlgh****),2017.01.17 13:24,3,0
9,모든게 멋지네요 아름답고 이렇게 마음을 터치하는 영화가 또 있었나 생각하게됩니다 CITH OF STAR~ 음악만 들어도 가슴이 쿵..,12188157,제니스(hj_a****),2017.01.17 13:28,3,0
10,영상미도 짱짱이구 음악도 너무너무 좋았습니다,12188221,이효리(hyor****),2017.01.17 13:57,3,0
9,좋았어요 노래도 좋고 여주도 이쁘고,12188231,3학년설계소수민(smk0****),2017.01.17 13:59,2,0
10,마지막 잊혀지지 않고찡하고 쨍함,12188269,플레(hlov****),2017.01.17 14:17,2,1
6,제목은 잘 만든 영화. 전작이 훨씬 낫다,12188283,풍류랑(beho****),2017.01.17 14:25,0,6
8,눈물 찡! 아름다운영화,12188323,okok****,2017.01.17 14:40,3,1
9,최근 본 영화중에 9점은 처음이다 자투리 시간에 봤는데 라이언고슬링 넘 멋지다 피아노 잘쳐 노래 잘해 춤까지 잘췄다 노래부분이 많지 않게 적당히 가미된 현실적인 인생을 영화화 했다 city of stars 가 내내 ...,12188334,스콜라(scol****),2017.01.17 14:44,1,1
8,음악이랑은 참 좋았지만 생각했던 것만큼 흥미롭진 않았다,12188353,팡실장(rich****),2017.01.17 14:48,0,3
10,너무 즐거운 시간네이버영화예매 전국 영화관 가능해서 짱짱,12188366,doog****,2017.01.17 14:53,3,1
10,101010101010,12188401,미메시스(jung****),2017.01.17 15:05,3,1
9,이영화를 보고 조카가 피아노를 배우고 싶다고 하네여..ㅎㅎ,12188441,양소연(rnjs****),2017.01.17 15:18,3,1
10,저의 생각은 라라랜드를 보기 전과 후로 바뀌었네요 :)태어나서 처음 같은 영화를 두번 보러 극장에 갑니다벅찬 감동이 있는 놀라운 영화입니다,12188465,ming****,2017.01.17 15:25,4,1
10,뮤지컬보는듯 보는재미 듣는재미 스토리 다조아요,12188531,룰루랄라(meno****),2017.01.17 15:48,3,1
10,Fantastic + Wonderful + Great + Amazing + Beautiful = Lala land,12188616,Jonjarles(qkql****),2017.01.17 16:20,3,1
10,2번봤다 3번볼예정임,12188630,김순수(pand****),2017.01.17 16:26,3,1
10,여배우가 쫌만 예뻤으면 11점짜리 영화! ㅋ,12188660,ksol****,2017.01.17 16:35,3,1
10,"주연들 연기력,영상미, 노래 모든 것이 좋고 감동이 가득했던 영화!!! 포토티켓 뽑으려고 앱 다운받은 영화는 처음임ㅜㅜ왜 이제 봤을까 후회가 될 정도~",12188679,SAK(ak_b****),2017.01.17 16:38,3,1
10,정말 재밌게 잘 봤습니다!,12188737,ppss****,2017.01.17 16:59,3,1
9,평점짜게준분들 소감보고 갔는데 보는내내 얼마나감정이 매말랐으면 이걸지루하다고생각하나하는 의문이들었다 색깔 음악 그리고 춤 뻔한이야기지만 양념이너무 맛있다,12188781,야터링(uran****),2017.01.17 17:13,4,1
10,마지막 결말이 반전이네요....그래도 아름다운 영상과 음악이 어우러진 영화였습니다,12188843,foxt****,2017.01.17 17:32,4,1
10,비긴어게인을 뛰어넘는 인생음악영화! 방금봤는데도 다시보고싶엉,12188849,박승우(matd****),2017.01.17 17:33,5,1
9,꿈꾸는 바보들 중에 하나라서 너무 마음이 짠했어요 보는내내 눈물흘리구 퉁퉁불은채 나왓네요,12188876,김정숙(mont****),2017.01.17 17:40,4,1
10,와~ 이뻤어요 마지막에 조금 ... 가슴이 터질것 같았네요  여운이 남네요,12188915,저녁노을산책(eria****),2017.01.17 17:51,4,1
8,도대체 왜 낭만이라는 단어를 괴물 취급해?,12188962,봉래(arbo****),2017.01.17 18:05,3,1
9,다 좋은데 결말이 짱나ㅠㅠ눈물한바가지ㅠㅠ음악에 이렇게 감동받기 오랫만이네요!,12188978,Sue(sue_****),2017.01.17 18:12,3,1
9,정말 아름답다라는 말이 어울리는 영화였다.,12188986,Fio P(hdj0****),2017.01.17 18:15,3,1
8,사랑이든 사람일이든 중요한건 타이밍,12189005,ddun****,2017.01.17 18:20,3,1
1,오 영화보면서 여태까지 자본적이없는데 처음으로 잤어요...ㅎ 처음에 도로에서 노래부를때부터 인도영화인줄알았네요 처음부터 노잼냄새맡고 그냥 보다가 잠들었네요,12189042,나영(nayo****),2017.01.17 18:30,17,9
10,음악과 영상이 잘 어우러지는 굿 영화,12189059,마리안느(wlsg****),2017.01.17 18:38,3,1
10,"영화 시작하고 몇 분 안되자마자 눈물을 글썽였던 것 같다. 정말 벅찼고, 음악에 나오는 가사 한줄한줄, 배우들이 치는 대사 하나하나, 흘러나오는 음악 모두 내 마음에 와닿았다. 언제부턴가 꿈꾸는 것이 사치가 되어버린...",12189074,박지선(joso****),2017.01.17 18:44,6,1
10,"최고의 영화, 인생영화",12189098,sonh****,2017.01.17 18:56,3,1
10,극장에 세번째 가서 봅니다,12189112,더굿맨(jung****),2017.01.17 19:00,3,1
6,기대를 너무 많이 했는지 생각보다는 별로...중간중간 공감이 되는 대사는 좋았으나 전체적인 스토리는 글쎄.. 좀 흔하고 개연성 없는 느낌. 배우들 연기나 영상미는 아름답고 좋은 것 같다.,12189135,도담도담(lucy****),2017.01.17 19:06,0,3
10,음악이 너무 좋아요.그리고 보다 울었당,12189142,아하(kiki****),2017.01.17 19:11,3,1
7,12세관람인데 아이들이보기엔 난해한듯...조카랑 봤다가 재미없다고 혼났음..ㅠㅠ,12189216,ley4****,2017.01.17 19:39,0,2
10,사운드 짱짱! 영상도 예쁘구요.,12189234,나아가(pbr0****),2017.01.17 19:44,3,0
10,개인적으로 영화는 하나의 예술로 바라보는 저로선 매우 재밌게 봤습니다. 영화는 빵빵 터지고 뭐하러 머리를 굴려야 하냐는 생각을 가지신 분들껜 비추합니다. 라라랜드 아까워요.,12189262,독고KOR(vmfk****),2017.01.17 19:54,3,0
