CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MIDV
0.1,0.0,11.9,0,0.6,7.0,91.0,2.2,1,273.0,21.0,396.9,5.6,23.9
3.8,0.0,18.1,1,0.8,6.4,91.0,2.5,24,666.0,20.2,391.3,13.3,21.7
0.0,55.0,2.2,0,0.4,6.5,31.9,7.3,1,300.0,15.3,394.7,8.2,22.0
0.1,30.0,4.9,0,0.4,6.4,52.9,7.0,6,300.0,16.6,372.8,11.2,22.2
0.0,85.0,4.2,0,0.4,6.5,27.7,8.5,4,351.0,17.9,392.4,6.4,23.1
5.7,0.0,18.1,0,0.5,6.8,74.9,3.3,24,666.0,20.2,393.1,7.7,23.7
9.9,0.0,18.1,0,0.7,6.3,96.6,2.2,24,666.0,20.2,388.5,16.4,12.6
0.2,0.0,10.0,0,0.5,6.1,95.4,2.5,6,432.0,17.8,396.9,17.1,18.7
0.4,0.0,6.2,1,0.5,6.2,91.3,3.0,8,307.0,17.4,395.2,21.5,21.7
0.1,60.0,1.7,0,0.4,6.6,35.9,10.7,4,411.0,18.3,370.8,5.5,24.1
4.5,0.0,18.1,0,0.8,6.4,88.0,2.5,24,666.0,20.2,374.6,7.8,25.0
0.0,52.5,5.3,0,0.4,6.2,31.3,7.3,6,293.0,16.6,396.9,7.1,23.2
0.1,80.0,5.0,0,0.4,7.1,27.7,5.1,4,245.0,19.2,396.9,3.6,37.3
0.1,0.0,10.0,0,0.5,6.3,84.2,2.3,6,432.0,17.8,388.7,10.4,18.5
11.1,0.0,18.1,0,0.7,6.4,100.0,1.9,24,666.0,20.2,318.8,15.0,16.7
0.1,12.5,7.9,0,0.5,5.9,39.0,5.5,5,311.0,15.2,390.5,15.7,21.7
0.3,0.0,7.4,0,0.5,5.7,74.3,4.7,5,287.0,19.6,391.1,11.7,18.5
0.2,0.0,25.6,0,0.6,6.0,88.4,2.0,2,188.0,19.1,385.0,14.8,21.4
14.1,0.0,18.1,0,0.6,6.7,100.0,1.5,24,666.0,20.2,35.0,21.2,17.2
0.8,0.0,8.1,0,0.5,6.5,94.4,4.5,4,307.0,21.0,387.9,12.8,18.4
14.4,0.0,18.1,0,0.6,6.9,100.0,1.5,24,666.0,20.2,179.4,19.8,27.5
4.2,0.0,18.1,1,0.8,5.8,89.0,1.9,24,666.0,20.2,353.0,14.6,16.8
0.2,0.0,10.0,0,0.5,6.0,82.6,2.7,6,432.0,17.8,394.5,10.3,19.2
0.1,0.0,3.2,0,0.5,5.9,25.8,5.2,4,430.0,16.9,382.4,10.0,19.3
2.1,0.0,19.6,0,0.9,5.7,98.5,1.6,5,403.0,14.7,261.9,15.8,19.4
0.7,0.0,8.1,0,0.5,5.8,90.3,4.7,4,307.0,21.0,376.9,14.8,16.6
9.3,0.0,18.1,0,0.7,6.2,98.7,2.3,24,666.0,20.2,396.9,18.1,14.1
6.4,0.0,18.1,0,0.6,6.4,74.8,2.2,24,666.0,20.2,98.0,12.0,16.1
0.4,0.0,9.9,0,0.5,6.6,87.3,3.6,4,304.0,18.4,395.7,9.3,23.8
4.1,0.0,19.6,0,0.9,5.5,100.0,1.4,5,403.0,14.7,396.9,26.4,15.6
1.4,0.0,19.6,1,0.9,6.1,96.0,1.7,5,403.0,14.7,321.0,15.1,17.0
0.2,0.0,27.7,0,0.6,5.4,98.3,1.8,4,711.0,20.1,344.1,24.0,7.0
0.1,0.0,5.2,0,0.5,6.0,58.5,4.8,5,224.0,20.2,396.9,9.3,18.7
0.1,30.0,4.9,0,0.4,6.9,54.3,6.3,6,300.0,16.6,391.2,11.4,22.0
0.0,80.0,5.0,0,0.4,6.6,23.4,5.1,4,245.0,19.2,396.9,4.7,27.9
0.1,0.0,3.4,0,0.5,7.0,86.3,3.4,2,270.0,17.8,396.9,5.5,23.6
0.6,0.0,21.9,0,0.6,6.4,97.9,2.3,4,437.0,21.2,385.8,11.1,23.0
0.0,80.0,5.0,0,0.4,6.9,27.9,5.1,4,245.0,19.2,396.9,3.3,28.5
0.0,40.0,1.2,0,0.4,6.9,34.5,8.8,1,335.0,19.7,389.9,5.9,26.6
0.1,60.0,1.7,0,0.4,5.9,18.5,10.7,4,411.0,18.3,392.3,7.8,18.6
0.0,25.0,4.9,0,0.4,6.3,32.2,5.4,4,281.0,19.0,396.9,6.7,24.8
0.0,28.0,15.0,0,0.5,6.2,77.3,3.6,4,270.0,18.2,396.9,10.6,20.6
0.1,80.0,1.9,0,0.4,5.9,19.5,10.6,4,334.0,22.0,376.0,5.6,20.6
0.1,0.0,10.6,0,0.5,5.9,22.3,3.9,4,277.0,18.6,396.9,10.9,22.6
0.2,0.0,25.6,0,0.6,5.9,97.0,1.9,2,188.0,19.1,370.3,25.4,17.3
20.1,0.0,18.1,0,0.7,4.4,91.2,1.4,24,666.0,20.2,285.8,30.6,8.8
0.1,0.0,2.5,0,0.5,6.6,95.6,2.8,3,193.0,17.8,396.9,5.7,32.5
0.1,0.0,13.9,0,0.4,6.5,51.0,6.0,4,289.0,16.0,392.9,7.4,27.1
0.1,0.0,8.6,0,0.5,6.8,71.3,2.9,5,384.0,20.9,395.6,7.7,26.5
0.0,90.0,2.0,0,0.4,6.7,36.1,12.1,5,187.0,17.0,384.5,4.5,30.1
0.0,25.0,4.9,0,0.4,6.2,46.7,5.4,4,281.0,19.0,390.6,7.5,22.9
14.2,0.0,18.1,0,0.7,6.3,100.0,1.6,24,666.0,20.2,396.9,20.3,7.2
0.1,0.0,2.9,0,0.4,8.1,76.0,3.5,2,276.0,18.0,396.9,4.2,38.7
13.4,0.0,18.1,0,0.7,5.9,94.7,1.8,24,666.0,20.2,396.9,16.4,12.7
0.0,82.5,2.0,0,0.4,7.6,15.7,6.3,2,348.0,14.7,395.4,3.1,42.3
0.3,0.0,6.2,0,0.5,7.7,17.0,3.4,8,307.0,17.4,377.5,3.9,46.7
0.3,0.0,7.4,0,0.5,6.3,28.9,5.4,5,287.0,19.6,396.9,6.2,23.0
0.0,34.0,6.1,0,0.4,6.6,40.4,5.5,7,329.0,16.1,395.8,9.5,22.0
11.2,0.0,18.1,0,0.7,6.6,94.6,2.1,24,666.0,20.2,109.8,23.3,13.4
0.3,0.0,9.9,0,0.5,5.9,83.2,4.0,4,304.0,18.4,390.7,18.3,17.8
5.7,0.0,18.1,0,0.7,6.2,100.0,2.0,24,666.0,20.2,395.7,16.6,18.4
0.0,80.0,1.5,0,0.4,7.3,34.1,7.3,2,329.0,12.6,396.9,4.1,33.3
13.9,0.0,18.1,0,0.7,6.2,95.0,2.2,24,666.0,20.2,100.6,15.2,11.7
0.1,25.0,5.1,0,0.5,5.9,47.2,6.9,8,284.0,19.7,396.9,9.2,19.6
1.1,0.0,19.6,1,0.9,5.0,88.0,1.6,5,403.0,14.7,343.3,12.1,15.3
2.2,0.0,19.6,0,0.6,5.9,91.8,2.4,5,403.0,14.7,395.1,11.6,22.7
0.8,20.0,4.0,0,0.6,7.0,84.6,2.1,5,264.0,13.0,384.1,14.8,30.7
11.6,0.0,18.1,0,0.7,5.0,97.0,1.8,24,666.0,20.2,396.9,25.7,9.7
0.1,40.0,6.4,1,0.4,6.8,27.6,4.9,4,254.0,17.6,393.4,4.2,33.1
0.1,25.0,5.1,0,0.5,6.5,67.8,7.2,8,284.0,19.7,396.9,6.7,22.2
0.2,0.0,10.6,1,0.5,6.0,92.1,3.9,4,277.0,18.6,393.2,17.3,21.7
0.0,75.0,3.0,0,0.4,6.6,21.8,5.4,3,252.0,18.3,395.6,4.3,30.8
0.3,0.0,6.2,0,0.5,8.3,78.3,2.9,8,307.0,17.4,385.1,4.1,44.8
0.1,12.5,6.1,0,0.4,5.9,33.0,6.5,4,345.0,18.9,396.9,8.8,20.9
22.1,0.0,18.1,0,0.7,5.8,92.4,1.9,24,666.0,20.2,391.4,22.1,10.5
0.1,33.0,2.2,0,0.5,7.4,71.9,3.1,7,222.0,18.4,396.9,6.5,33.4
0.1,40.0,1.2,0,0.4,6.5,44.4,8.8,1,335.0,19.7,396.9,6.0,22.9
0.1,0.0,6.0,0,0.5,5.8,41.5,3.9,5,279.0,19.2,396.9,8.8,21.0
7.7,0.0,18.1,0,0.7,5.7,98.9,1.6,24,666.0,20.2,393.1,19.9,8.5
0.1,0.0,5.2,0,0.5,6.3,38.1,6.5,5,224.0,20.2,389.7,5.7,22.2
6.5,0.0,18.1,1,0.6,7.0,97.5,1.2,24,666.0,20.2,392.1,3.0,50.0
15.0,0.0,18.1,0,0.6,5.3,97.3,2.1,24,666.0,20.2,349.5,24.9,12.0
0.1,0.0,27.7,0,0.6,6.0,98.8,1.9,4,711.0,20.1,390.1,18.1,13.6
0.3,0.0,6.2,0,0.5,8.2,70.4,3.7,8,307.0,17.4,378.9,4.0,48.3
0.1,0.0,10.8,0,0.4,6.4,6.6,5.3,4,305.0,19.2,383.7,6.7,24.2
0.0,0.0,2.2,0,0.5,7.0,45.8,6.1,3,222.0,18.7,394.6,2.9,33.4
20.7,0.0,18.1,0,0.7,4.1,100.0,1.2,24,666.0,20.2,370.2,23.3,11.9
0.4,0.0,6.2,0,0.5,8.0,86.5,3.2,8,307.0,17.4,387.4,3.1,37.6
0.1,12.5,6.1,0,0.4,5.9,21.4,6.5,4,345.0,18.9,396.2,8.1,22.0
0.2,22.0,5.9,0,0.4,5.6,70.2,8.0,7,330.0,19.1,389.1,18.5,18.5
0.3,0.0,6.2,0,0.5,6.1,61.5,3.7,8,307.0,17.4,376.8,10.9,24.0
3.3,0.0,19.6,1,0.9,5.4,100.0,1.3,5,403.0,14.7,396.9,26.8,13.4
0.3,0.0,9.9,0,0.5,6.3,82.8,3.3,4,304.0,18.4,393.4,7.9,21.6
0.0,0.0,5.2,0,0.5,6.0,34.5,6.0,5,224.0,20.2,396.9,8.0,21.1
1.6,0.0,8.1,0,0.5,6.1,96.9,3.8,4,307.0,21.0,248.3,20.3,13.5
0.0,80.0,1.5,0,0.4,7.1,36.6,7.3,2,329.0,12.6,354.3,8.6,30.3
0.4,0.0,10.6,1,0.5,5.3,100.0,3.9,4,277.0,18.6,396.9,23.1,20.0
0.1,33.0,2.2,0,0.5,7.2,41.1,4.0,7,222.0,18.4,393.7,6.9,36.1
0.3,0.0,21.9,0,0.6,5.7,96.0,1.8,4,437.0,21.2,392.1,17.2,16.2
2.4,0.0,19.6,0,0.6,6.4,95.2,2.3,5,403.0,14.7,330.0,11.3,22.3
0.4,0.0,6.2,1,0.5,7.0,88.5,2.9,8,307.0,17.4,391.7,9.7,26.7
1.2,0.0,21.9,0,0.6,6.3,97.7,2.3,4,437.0,21.2,396.9,12.3,19.6
4.3,0.0,18.1,0,0.6,6.2,84.0,3.0,24,666.0,20.2,396.9,16.3,19.9
1.3,0.0,19.6,0,0.6,6.1,100.0,1.8,5,403.0,14.7,353.9,6.4,24.3
0.1,45.0,3.4,0,0.4,6.6,29.1,4.6,5,398.0,15.2,382.8,4.6,29.8
0.1,12.5,7.9,0,0.5,6.2,96.1,6.0,5,311.0,15.2,396.9,19.1,27.1
3.8,0.0,18.1,0,0.8,6.3,91.1,2.3,24,666.0,20.2,350.6,14.2,19.9
0.0,52.5,5.3,0,0.4,6.6,22.9,7.3,6,293.0,16.6,371.7,9.5,24.8
12.8,0.0,18.1,0,0.7,5.9,96.6,1.9,24,666.0,20.2,240.5,23.8,10.8
0.2,0.0,27.7,0,0.6,5.5,92.7,1.8,4,711.0,20.1,395.1,18.1,15.2
0.0,20.0,3.3,0,0.4,7.0,37.2,5.2,5,216.0,14.9,392.2,4.6,35.4
0.1,22.0,5.9,0,0.4,7.0,6.8,8.9,7,330.0,19.1,386.1,3.5,29.6
0.0,90.0,1.2,1,0.4,7.9,24.8,5.9,1,198.0,13.6,395.5,3.2,50.0
4.4,0.0,18.1,0,0.6,6.0,94.5,2.5,24,666.0,20.2,331.3,21.3,19.1
0.2,12.5,7.9,0,0.5,6.0,85.9,6.6,5,311.0,15.2,386.7,17.1,18.9
0.0,80.0,1.8,0,0.4,6.2,31.5,9.1,1,241.0,18.2,341.6,12.9,20.1
1.4,0.0,8.1,0,0.5,6.1,100.0,4.2,4,307.0,21.0,376.7,13.0,14.5
0.1,0.0,10.0,0,0.5,6.2,72.5,2.7,6,432.0,17.8,393.3,12.0,21.2
3.8,0.0,18.1,0,0.7,6.0,84.7,2.9,24,666.0,20.2,22.0,17.1,19.0
1.2,0.0,19.6,0,0.6,6.9,97.4,1.9,5,403.0,14.7,363.4,4.6,41.3
1.7,0.0,19.6,0,0.9,6.1,97.3,1.6,5,403.0,14.7,372.8,14.1,21.5
24.8,0.0,18.1,0,0.7,5.3,96.0,1.7,24,666.0,20.2,396.9,19.8,8.3
0.1,0.0,13.9,0,0.4,6.7,31.1,6.0,4,289.0,16.0,396.9,6.3,28.6
0.1,0.0,4.0,0,0.5,5.6,88.5,2.6,5,296.0,16.6,396.9,14.7,23.1
8.6,0.0,18.1,0,0.7,6.2,92.6,1.8,24,666.0,20.2,396.9,15.2,13.8
11.1,0.0,18.1,0,0.7,4.9,100.0,1.2,24,666.0,20.2,396.9,34.8,13.8
0.1,0.0,11.9,0,0.6,6.8,89.3,2.4,1,273.0,21.0,393.4,6.5,22.0
3.7,0.0,18.1,0,0.7,6.4,88.4,2.6,24,666.0,20.2,391.4,14.7,17.7
0.1,0.0,10.0,0,0.5,5.7,65.2,2.8,6,432.0,17.8,391.5,13.6,19.3
0.0,33.0,2.2,0,0.5,6.8,70.3,3.2,7,222.0,18.4,396.9,7.5,28.2
23.6,0.0,18.1,0,0.7,6.4,96.2,1.4,24,666.0,20.2,396.9,23.7,13.1
8.0,0.0,18.1,0,0.7,5.5,100.0,1.5,24,666.0,20.2,396.9,24.6,12.3
0.6,0.0,8.1,0,0.5,5.8,56.5,4.5,4,307.0,21.0,395.6,8.5,19.9
13.1,0.0,18.1,0,0.6,5.7,56.7,2.8,24,666.0,20.2,396.9,14.8,20.1
0.1,0.0,10.0,0,0.5,5.9,92.9,2.4,6,432.0,17.8,394.9,16.2,18.8
0.1,0.0,10.6,1,0.5,6.1,59.1,4.2,4,277.0,18.6,381.3,14.7,24.4
0.1,0.0,10.0,0,0.5,5.9,73.1,2.5,6,432.0,17.8,338.6,15.4,20.4
22.6,0.0,18.1,0,0.7,5.0,89.5,1.5,24,666.0,20.2,396.9,32.0,7.4
4.9,0.0,18.1,0,0.6,5.0,100.0,1.3,24,666.0,20.2,375.5,3.3,50.0
0.4,0.0,9.9,0,0.5,6.4,67.2,3.5,4,304.0,18.4,395.2,10.4,23.1
2.3,0.0,19.6,0,0.6,6.3,96.1,2.1,5,403.0,14.7,297.1,11.1,23.8
0.2,0.0,9.9,0,0.5,5.8,71.7,4.0,4,304.0,18.4,396.9,15.9,19.8
0.1,0.0,6.9,0,0.4,6.2,6.6,5.7,3,233.0,17.9,383.4,5.8,25.3
0.2,22.0,5.9,0,0.4,6.7,17.5,7.8,7,330.0,19.1,393.7,6.6,26.2
1.5,0.0,19.6,0,0.6,7.5,90.8,2.0,5,403.0,14.7,374.4,1.7,50.0
0.0,90.0,3.8,0,0.4,7.5,34.2,6.3,3,244.0,15.9,386.3,3.1,44.0
0.1,70.0,2.2,0,0.4,6.3,20.1,7.8,5,358.0,14.8,368.2,5.0,22.5
18.1,0.0,18.1,0,0.7,6.4,100.0,1.8,24,666.0,20.2,27.2,29.1,7.2
0.6,20.0,4.0,0,0.6,8.7,86.9,1.8,5,264.0,13.0,389.7,5.1,50.0
0.1,22.0,5.9,0,0.4,6.5,13.0,7.4,7,330.0,19.1,396.3,5.9,24.4
51.1,0.0,18.1,0,0.6,5.8,100.0,1.4,24,666.0,20.2,2.6,10.1,15.0
0.5,0.0,21.9,0,0.6,6.2,97.9,1.7,4,437.0,21.2,396.9,18.5,17.8
1.0,0.0,8.1,0,0.5,6.0,88.8,4.5,4,307.0,21.0,306.4,17.3,14.8
0.1,0.0,4.0,0,0.5,6.5,33.1,3.1,5,296.0,16.6,391.0,5.3,29.4
7.1,0.0,18.1,0,0.6,6.1,85.1,2.0,24,666.0,20.2,2.5,23.3,13.4
0.8,0.0,8.1,0,0.5,5.6,85.7,4.5,4,307.0,21.0,303.4,16.5,13.9
0.1,0.0,2.5,0,0.5,5.6,89.8,3.0,3,193.0,17.8,391.0,14.0,26.4
1.6,0.0,21.9,0,0.6,5.0,100.0,1.4,4,437.0,21.2,396.9,34.4,14.4
2.4,0.0,19.6,0,0.9,4.9,95.7,1.5,5,403.0,14.7,391.7,29.5,14.6
7.0,0.0,18.1,0,0.7,6.0,95.3,1.9,24,666.0,20.2,320.0,15.7,14.2
1.2,0.0,8.1,0,0.5,5.7,95.0,3.8,4,307.0,21.0,358.8,18.4,13.1
0.1,0.0,25.6,0,0.6,6.0,92.9,2.1,2,188.0,19.1,378.1,17.9,20.5
0.1,0.0,27.7,0,0.6,6.0,83.5,2.1,4,711.0,20.1,396.9,13.3,20.1
4.6,0.0,18.1,0,0.6,7.0,67.6,2.5,24,666.0,20.2,374.7,11.7,29.8
8.3,0.0,18.1,1,0.7,5.9,89.6,1.1,24,666.0,20.2,347.9,8.9,50.0
0.1,0.0,13.9,0,0.4,6.0,42.3,5.5,4,289.0,16.0,396.9,10.4,21.7
0.0,0.0,11.9,0,0.6,6.0,80.8,2.5,1,273.0,21.0,396.9,7.9,11.9
0.0,0.0,7.1,0,0.5,7.2,61.1,5.0,2,242.0,17.8,392.8,4.0,34.7
0.1,45.0,3.4,0,0.4,6.8,41.1,3.8,5,398.0,15.2,393.9,6.7,32.0
0.2,0.0,7.4,0,0.5,6.1,43.7,5.4,5,287.0,19.6,396.9,12.8,22.2
0.1,0.0,25.6,0,0.6,6.0,84.1,2.2,2,188.0,19.1,377.7,14.3,20.3
0.3,0.0,6.9,0,0.4,5.4,95.3,5.9,3,233.0,17.9,396.9,30.8,14.4
2.4,0.0,18.1,0,0.6,5.9,41.9,3.7,24,666.0,20.2,370.7,13.3,20.6
0.1,0.0,4.4,0,0.4,5.9,52.3,8.0,3,352.0,18.8,364.6,12.7,17.2
0.5,0.0,6.2,0,0.5,7.4,71.6,4.1,8,307.0,17.4,390.1,4.7,31.5
0.1,0.0,8.6,0,0.5,6.5,97.1,2.4,5,384.0,20.9,395.2,12.3,19.8
0.1,33.0,2.2,0,0.5,6.6,58.1,3.4,7,222.0,18.4,393.4,8.9,28.4
0.1,0.0,2.2,0,0.5,7.1,54.2,6.1,3,222.0,18.7,396.9,5.3,36.2
0.1,20.0,7.0,0,0.5,6.5,58.7,3.9,3,223.0,18.6,395.0,7.7,24.4
2.7,0.0,19.6,0,0.9,5.6,94.9,1.5,5,403.0,14.7,351.9,21.4,15.4
0.0,28.0,15.0,0,0.5,6.4,53.6,3.7,4,270.0,18.2,395.0,8.2,22.9
3.7,0.0,18.1,0,0.7,5.0,91.4,1.8,24,666.0,20.2,316.0,14.0,21.9
0.5,20.0,4.0,0,0.6,7.5,52.6,2.9,5,264.0,13.0,390.3,3.2,43.5
2.9,0.0,19.6,0,0.6,6.1,93.0,2.3,5,403.0,14.7,240.2,9.8,25.0
0.2,0.0,10.6,1,0.5,5.8,53.8,3.7,4,277.0,18.6,390.9,16.0,22.4
0.1,45.0,3.4,0,0.4,6.7,30.8,6.5,5,398.0,15.2,389.7,4.7,30.5
0.2,22.0,5.9,0,0.4,6.4,8.9,7.4,7,330.0,19.1,377.1,3.6,24.8
0.1,0.0,8.6,0,0.5,6.2,90.0,2.4,5,384.0,20.9,392.7,12.3,20.1
12.2,0.0,18.1,0,0.6,5.8,59.7,2.0,24,666.0,20.2,24.6,15.7,10.2
0.1,45.0,3.4,0,0.4,7.0,21.5,6.5,5,398.0,15.2,377.7,5.1,37.0
0.1,0.0,13.9,0,0.6,6.6,85.1,3.4,5,276.0,16.4,392.8,9.7,28.7
1.5,0.0,19.6,1,0.6,8.4,93.9,2.2,5,403.0,14.7,388.4,3.3,50.0
0.2,0.0,6.0,0,0.5,6.0,30.2,3.8,5,279.0,19.2,393.4,10.1,24.7
0.2,0.0,27.7,0,0.6,5.1,98.0,1.8,4,711.0,20.1,318.4,29.7,8.1
13.5,0.0,18.1,0,0.6,3.9,100.0,1.5,24,666.0,20.2,131.4,13.3,23.1
0.1,0.0,6.9,0,0.4,6.1,40.0,5.7,3,233.0,17.9,389.4,9.6,21.2
5.4,0.0,18.1,0,0.7,6.7,98.2,2.4,24,666.0,20.2,355.3,17.7,15.2
0.5,0.0,6.2,0,0.5,7.4,76.9,3.7,8,307.0,17.4,376.1,5.2,31.7
9.3,0.0,18.1,0,0.7,6.4,95.6,2.0,24,666.0,20.2,60.7,24.1,9.5
0.2,0.0,6.9,0,0.4,5.6,62.0,6.1,3,233.0,17.9,396.9,16.2,19.4
0.0,60.0,2.9,0,0.4,6.8,9.9,6.2,1,265.0,15.6,393.4,5.0,31.1
0.1,0.0,2.9,0,0.4,7.4,62.5,3.5,2,276.0,18.0,396.9,6.2,33.2
0.6,0.0,8.1,0,0.5,5.9,61.8,4.7,4,307.0,21.0,396.9,8.3,20.4
